12,China,Y,2019-05-05,April 2019,1617,Total,56.70,22.75,5.03,38.50,0.06,0.00,45.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,China,Y,2019-05-05,April 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,China,Y,2019-05-05,April 2019,1819,Apr,38.02,27.75,8.00,40.50,0.15,0.00,33.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,China,Y,2019-05-05,April 2019,1819,Mar,38.02,27.50,7.50,40.50,0.15,0.00,32.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,China,Y,2019-05-05,March 2019,1617,Total,56.70,22.75,5.03,38.50,0.06,0.00,45.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,China,Y,2019-05-05,March 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,China,Y,2019-05-05,March 2019,1819,Mar,38.02,27.50,7.50,40.50,0.15,0.00,32.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,China,Y,2019-05-05,March 2019,1819,Feb,38.02,27.50,7.50,40.50,0.15,0.00,32.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,China,Y,2019-06-12,June 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,China,Y,2019-06-12,June 2019,1819,Total,38.02,27.75,8.75,40.00,0.15,0.00,34.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,China,Y,2019-06-12,June 2019,1920,Jun,34.37,27.75,10.50,41.00,0.13,0.00,31.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,China,Y,2019-06-12,June 2019,1920,May,33.62,27.75,11.00,41.50,0.13,0.00,30.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,China,Y,2019-06-12,May 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,China,Y,2019-06-12,May 2019,1819,Total,38.02,27.75,8.50,40.50,0.15,0.00,33.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,China,Y,2019-06-12,May 2019,1920,May,33.62,27.75,11.00,41.50,0.13,0.00,30.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,China,Y,2019-06-12,May 2019,1920,Apr,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,China,Y,2019-07-12,July 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,China,Y,2019-07-12,July 2019,1819,Total,38.02,27.75,9.25,39.50,0.15,0.00,35.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,China,Y,2019-07-12,July 2019,1920,Jul,35.37,27.75,10.50,40.50,0.13,0.00,32.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,China,Y,2019-07-12,July 2019,1920,Jun,34.37,27.75,10.50,41.00,0.13,0.00,31.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,China,Y,2019-10-29,October 2019,1718,Total,45.92,27.50,5.71,41.00,0.14,0.00,37.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,China,Y,2019-10-29,October 2019,1819,Total,37.99,27.75,9.64,39.50,0.21,0.00,35.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,China,Y,2019-10-29,October 2019,1920,Oct,35.67,27.75,9.50,39.50,0.18,0.00,33.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,China,Y,2019-10-29,October 2019,1920,Sep,35.67,27.75,10.00,39.50,0.13,0.00,33.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,China,Y,2019-10-29,September 2019,1718,Total,45.92,27.50,5.71,41.00,0.14,0.00,37.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,China,Y,2019-10-29,September 2019,1819,Total,37.99,27.75,9.64,39.50,0.21,0.00,35.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,China,Y,2019-10-29,September 2019,1920,Sep,35.67,27.75,10.00,39.50,0.13,0.00,33.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,China,Y,2019-10-29,September 2019,1920,Aug,35.59,27.75,10.50,40.00,0.13,0.00,33.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL
658,China,Y,2019-01-01,October 2019,9293,Total,0,450.69,5.23,468.11,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,China,Y,2019-01-01,October 2019,9394,Total,0,378.84,17.64,463.76,0,0,268.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,China,Y,2019-01-01,October 2019,9495,Total,268.67,437.63,88.4,439.81,0,0,132.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,China,Y,2019-01-01,October 2019,9596,Total,132.81,483.35,66.41,448.52,0,0,210.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,China,Y,2019-01-01,October 2019,9697,Total,210.76,420.21,78.6,464.85,0,0,287.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
663,China,Y,2019-01-01,October 2019,9798,Total,287.4,459.4,39.84,426.74,0,0,321.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL
664,China,Y,2019-01-01,October 2019,9899,Total,321.36,450.69,7.84,418.04,0,0,434.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL
665,China,Y,2019-01-01,October 2019,9900,Total,434.58,383.2,2.61,483.35,0,0,460.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666,China,Y,2019-01-01,October 2019,0001,Total,460.06,441.98,5.23,511.66,0,0,325.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
667,China,Y,2019-01-01,October 2019,0102,Total,325.72,531.25,9.8,571.53,0,0,312.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL
668,China,Y,2019-01-01,October 2019,0203,Total,312.44,492.06,68.15,651,0,0,274.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL
669,China,Y,2019-01-01,October 2019,0304,Total,274.55,485.53,192.25,696.73,0,0,193.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
670,China,Y,2019-01-01,October 2019,0405,Total,193.34,631.41,139.13,838.25,0,0,325.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
671,China,Y,2019-01-01,October 2019,0506,Total,325.72,642.29,419.78,979.77,0,0,284.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,China,Y,2019-01-01,October 2019,0607,Total,284.35,772.93,230.57,1088.63,0,0,442.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
673,China,Y,2019-01-01,October 2019,0708,Total,442.2,805.59,251.04,1110.41,0,0,447.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
674,China,Y,2019-01-01,October 2019,0809,Total,447.21,799.06,152.41,958,0,0,446.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
675,China,Y,2019-01-01,October 2019,0910,Total,446.34,696.73,237.32,1088.63,0,0,487.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,China,Y,2019-01-01,October 2019,1011,Total,487.05,664.07,260.84,1001.54,0,0,332.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL
677,China,Y,2019-01-01,October 2019,1112,Total,332.03,740.3,534.1,827.4,0,0,676.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
678,China,Y,2019-01-01,October 2019,1213,Total,676.7,762,442.6,783.8,0,0,1096.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
679,China,Y,2019-01-01,October 2019,1314,Total,1096.5,713.1,307.5,751.2,0,0,1365.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
680,China,Y,2019-01-01,October 2019,1415,Total,1365.3,653.2,180.4,740.3,0,0,1457,NULL,NULL,NULL,NULL,NULL,NULL,NULL
681,China,Y,2019-01-01,October 2019,1516,Total,1457,479,95.9,762,0,0,1267.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
781,China,Y,2019-11-09,November 2019,1718,Total,45.92,27.50,5.71,41.00,0.14,0.00,37.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
802,China,Y,2019-11-09,November 2019,1819,Total,37.99,27.75,9.64,39.50,0.21,0.00,35.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
830,China,Y,2019-11-09,November 2019,1920,Nov,35.67,27.25,9.50,39.50,0.18,0.00,32.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
831,China,Y,2019-11-09,November 2019,1920,Oct,35.67,27.75,9.50,39.50,0.18,0.00,33.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
865,China,Y,2019-12-13,December 2019,1718,Total,45.92,27.50,5.71,41.00,0.14,0.00,37.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
886,China,Y,2019-12-13,December 2019,1819,Total,37.99,27.75,9.64,39.50,0.21,0.00,35.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
914,China,Y,2019-12-13,December 2019,1920,Dec,35.67,27.25,9.00,38.50,0.18,0.00,33.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
915,China,Y,2019-12-13,December 2019,1920,Nov,35.67,27.25,9.50,39.50,0.18,0.00,32.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
949,China,Y,2020-02-12,February 2020,1718,Total,45.92,27.50,5.71,41.00,0.14,0.00,37.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
970,China,Y,2020-02-12,February 2020,1819,Total,37.99,27.75,9.64,39.50,0.21,0.00,35.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
998,China,Y,2020-02-12,February 2020,2021,Feb,35.67,27.25,8.50,37.50,0.18,0.00,33.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
999,China,Y,2020-02-12,February 2020,2021,Jan,35.67,27.25,8.50,38.50,0.18,0.00,32.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1033,China,Y,2020-02-12,January 2020,1718,Total,45.92,27.50,5.71,41.00,0.14,0.00,37.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1054,China,Y,2020-02-12,January 2020,1819,Total,37.99,27.75,9.64,39.50,0.21,0.00,35.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1082,China,Y,2020-02-12,January 2020,1920,Jan,35.67,27.25,8.50,38.50,0.18,0.00,32.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1083,China,Y,2020-02-12,January 2020,1920,Dec,35.67,27.25,9.00,38.50,0.18,0.00,33.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
